contig window number,position in contig,number of reads starting in window,%GC content
NZ_LLJK01000015.1-1479,147900-148000,55,0.389346546918551
NZ_LLJK01000015.1-1480,148000-148100,53,0.400447156927911
NZ_LLJK01000015.1-1481,148100-148200,59,0.393081927328503
NZ_LLJK01000015.1-1482,148200-148300,75,0.403780292192309
NZ_LLJK01000015.1-1483,148300-148400,54,0.398325425620988
NZ_LLJK01000015.1-1484,148400-148500,58,0.369922163513437
NZ_LLJK01000015.1-1485,148500-148600,49,0.337352521716582
NZ_LLJK01000015.1-1486,148600-148700,55,0.332809287701052
NZ_LLJK01000015.1-1487,148700-148800,60,0.335803586581433
NZ_LLJK01000015.1-1488,148800-148900,73,0.361664216668894
NZ_LLJK01000015.1-1489,148900-149000,73,0.352362465257864
NZ_LLJK01000015.1-1490,149000-149100,52,0.340429306368636
NZ_LLJK01000015.1-1491,149100-149200,53,0.315231957118244
NZ_LLJK01000015.1-1492,149200-149300,92,0.312073073868149
NZ_LLJK01000015.1-1493,149300-149400,62,0.372433559145388
NZ_LLJK01000015.1-1494,149400-149500,70,0.423261995325604
NZ_LLJK01000015.1-1495,149500-149600,76,0.417021276595745
NZ_LLJK01000015.1-1496,149600-149700,57,0.346562169973876
NZ_LLJK01000015.1-1497,149700-149800,55,0.283899108666793
NZ_LLJK01000015.1-1498,149800-149900,94,0.280822167865357
NZ_LLJK01000015.1-1499,149900-150000,84,0.289994195651203
NZ_LLJK01000015.1-1500,150000-150100,102,0.341876584953508
NZ_LLJK01000015.1-1501,150100-150200,79,0.395133008296981
NZ_LLJK01000015.1-1502,150200-150300,47,0.432552725280745
NZ_LLJK01000015.1-1503,150300-150400,72,0.405672009864365
NZ_LLJK01000015.1-1504,150400-150500,46,0.363665672604175
NZ_LLJK01000015.1-1505,150500-150600,54,0.322497180388775
NZ_LLJK01000015.1-1506,150600-150700,74,0.329245406537773
NZ_LLJK01000015.1-1507,150700-150800,67,0.374387188146857
NZ_LLJK01000015.1-1508,150800-150900,63,0.415986780956315
NZ_LLJK01000015.1-1509,150900-151000,48,0.415017619951206
NZ_LLJK01000015.1-1510,151000-151100,89,0.405093341966116
NZ_LLJK01000015.1-1511,151100-151200,64,0.417418984501383
NZ_LLJK01000015.1-1512,151200-151300,47,0.416880637303312
NZ_LLJK01000015.1-1513,151300-151400,61,0.391994044210285
NZ_LLJK01000015.1-1514,151400-151500,81,0.379845914269322
NZ_LLJK01000015.1-1515,151500-151600,62,0.353007037747921
NZ_LLJK01000015.1-1516,151600-151700,54,0.344523187865224
NZ_LLJK01000015.1-1517,151700-151800,48,0.361850649350649
NZ_LLJK01000015.1-1518,151800-151900,67,0.319591084296967
NZ_LLJK01000015.1-1519,151900-152000,57,0.301128489408038
NZ_LLJK01000015.1-1520,152000-152100,69,0.295399022801303
NZ_LLJK01000015.1-1521,152100-152200,67,0.274587087087087
NZ_LLJK01000015.1-1522,152200-152300,62,0.280532043530834
NZ_LLJK01000015.1-1523,152300-152400,62,0.294955004090537
NZ_LLJK01000015.1-1524,152400-152500,46,0.317997193707998
NZ_LLJK01000015.1-1525,152500-152600,72,0.347994825355757
NZ_LLJK01000015.1-1526,152600-152700,54,0.379693189279532
NZ_LLJK01000015.1-1527,152700-152800,59,0.403600400044449
NZ_LLJK01000015.1-1528,152800-152900,57,0.368824437582708
NZ_LLJK01000015.1-1529,152900-153000,51,0.311364398256788
NZ_LLJK01000015.1-1530,153000-153100,66,0.301893220421473
NZ_LLJK01000015.1-1531,153100-153200,57,0.327457937507153
NZ_LLJK01000015.1-1532,153200-153300,70,0.346669760965421
NZ_LLJK01000015.1-1533,153300-153400,53,0.356713815152102
NZ_LLJK01000015.1-1534,153400-153500,88,0.347602275806015
NZ_LLJK01000015.1-1535,153500-153600,72,0.365235781137509
NZ_LLJK01000015.1-1536,153600-153700,57,0.353136257075876
NZ_LLJK01000015.1-1537,153700-153800,72,0.326789720579237
NZ_LLJK01000015.1-1538,153800-153900,61,0.2936579501052
NZ_LLJK01000015.1-1539,153900-154000,50,0.242464065708419
NZ_LLJK01000015.1-1540,154000-154100,58,0.196095507656579
NZ_LLJK01000015.1-1541,154100-154200,61,0.1798459563543
NZ_LLJK01000015.1-1542,154200-154300,64,0.233192231075697
NZ_LLJK01000015.1-1543,154300-154400,52,0.282795698924731
NZ_LLJK01000015.1-1544,154400-154500,63,0.332028063305596
NZ_LLJK01000015.1-1545,154500-154600,80,0.3596110076557
NZ_LLJK01000015.1-1546,154600-154700,69,0.371535614336012
NZ_LLJK01000015.1-1547,154700-154800,80,0.354975542647508
NZ_LLJK01000015.1-1548,154800-154900,80,0.353974492660624
NZ_LLJK01000015.1-1549,154900-155000,87,0.382411521372759
NZ_LLJK01000015.1-1550,155000-155100,82,0.405895600418242
NZ_LLJK01000015.1-1551,155100-155200,79,0.414792146888165
NZ_LLJK01000015.1-1552,155200-155300,72,0.38345262970702
NZ_LLJK01000015.1-1553,155300-155400,93,0.367216225833234
NZ_LLJK01000015.1-1554,155400-155500,70,0.359344045784724
NZ_LLJK01000015.1-1555,155500-155600,78,0.344827586206897
NZ_LLJK01000015.1-1556,155600-155700,70,0.331495773612642
NZ_LLJK01000015.1-1557,155700-155800,68,0.330206556755732
NZ_LLJK01000015.1-1558,155800-155900,63,0.3366272070626
NZ_LLJK01000015.1-1559,155900-156000,59,0.356586463562403
NZ_LLJK01000015.1-1560,156000-156100,77,0.374854028804982
NZ_LLJK01000015.1-1561,156100-156200,75,0.385258131900925
NZ_LLJK01000015.1-1562,156200-156300,57,0.397358343970254
NZ_LLJK01000015.1-1563,156300-156400,53,0.385737746336534
NZ_LLJK01000015.1-1564,156400-156500,59,0.353145412817042
NZ_LLJK01000015.1-1565,156500-156600,51,0.352987756593775
NZ_LLJK01000015.1-1566,156600-156700,64,0.337010479867623
NZ_LLJK01000015.1-1567,156700-156800,67,0.341922899235152
NZ_LLJK01000015.1-1568,156800-156900,37,0.332192366934794
NZ_LLJK01000015.1-1569,156900-157000,71,0.341360681256295
NZ_LLJK01000015.1-1570,157000-157100,74,0.365993119154916
NZ_LLJK01000015.1-1571,157100-157200,84,0.382283479809516
NZ_LLJK01000015.1-1572,157200-157300,87,0.383960573476702
NZ_LLJK01000015.1-1573,157300-157400,67,0.38409671049463
NZ_LLJK01000015.1-1574,157400-157500,81,0.372154765158318
NZ_LLJK01000015.1-1575,157500-157600,84,0.405088779059125
NZ_LLJK01000015.1-1576,157600-157700,38,0.427758513381346
NZ_LLJK01000015.1-1577,157700-157800,50,0.440947375087075
NZ_LLJK01000015.1-1578,157800-157900,47,0.41086972423378
NZ_LLJK01000015.1-1579,157900-158000,38,0.373396789545858
NZ_LLJK01000015.1-1580,158000-158100,67,0.339418675197176
NZ_LLJK01000015.1-1581,158100-158200,51,0.329505003694002
NZ_LLJK01000015.1-1582,158200-158300,50,0.317628181751878
NZ_LLJK01000015.1-1583,158300-158400,85,0.326636122903619
NZ_LLJK01000015.1-1584,158400-158500,62,0.329539205982624
NZ_LLJK01000015.1-1585,158500-158600,68,0.344989451476793
NZ_LLJK01000015.1-1586,158600-158700,64,0.386076959923359
NZ_LLJK01000015.1-1587,158700-158800,56,0.396625016102022
NZ_LLJK01000015.1-1588,158800-158900,67,0.383408344483639
NZ_LLJK01000015.1-1589,158900-159000,41,0.358747447243022
NZ_LLJK01000015.1-1590,159000-159100,65,0.350343074968234
NZ_LLJK01000015.1-1591,159100-159200,65,0.370306822769479
NZ_LLJK01000015.1-1592,159200-159300,51,0.374823378291586
NZ_LLJK01000015.1-1593,159300-159400,72,0.376722493110028
NZ_LLJK01000015.1-1594,159400-159500,72,0.382754900197806
NZ_LLJK01000015.1-1595,159500-159600,48,0.394553796063342
NZ_LLJK01000015.1-1596,159600-159700,58,0.388062081428723
NZ_LLJK01000015.1-1597,159700-159800,98,0.388967696176414
NZ_LLJK01000015.1-1598,159800-159900,78,0.385747236140937
NZ_LLJK01000015.1-1599,159900-160000,76,0.373185203888398
NZ_LLJK01000015.1-1600,160000-160100,75,0.361909194770025
NZ_LLJK01000015.1-1601,160100-160200,73,0.347378490411333
NZ_LLJK01000015.1-1602,160200-160300,86,0.354175555641752
NZ_LLJK01000015.1-1603,160300-160400,65,0.369871248935424
NZ_LLJK01000015.1-1604,160400-160500,78,0.390923532695032
NZ_LLJK01000015.1-1605,160500-160600,54,0.385388825251368
NZ_LLJK01000015.1-1606,160600-160700,66,0.372198698750387
NZ_LLJK01000015.1-1607,160700-160800,71,0.347938258974245
NZ_LLJK01000015.1-1608,160800-160900,64,0.347481867402186
NZ_LLJK01000015.1-1609,160900-161000,76,0.348084455048845
NZ_LLJK01000015.1-1610,161000-161100,65,0.35410318911233
NZ_LLJK01000015.1-1611,161100-161200,77,0.36047764797172
NZ_LLJK01000015.1-1612,161200-161300,83,0.37211855104281
NZ_LLJK01000015.1-1613,161300-161400,74,0.37365614893803
NZ_LLJK01000015.1-1614,161400-161500,67,0.378472222222222
NZ_LLJK01000015.1-1615,161500-161600,77,0.368713332437637
NZ_LLJK01000015.1-1616,161600-161700,51,0.366000289729103
NZ_LLJK01000015.1-1617,161700-161800,59,0.347857742929151
NZ_LLJK01000015.1-1618,161800-161900,61,0.348558527266412
NZ_LLJK01000015.1-1619,161900-162000,58,0.340692894891368
NZ_LLJK01000015.1-1620,162000-162100,69,0.332632316859446
NZ_LLJK01000015.1-1621,162100-162200,61,0.333976067600522
NZ_LLJK01000015.1-1622,162200-162300,52,0.323332463692495
NZ_LLJK01000015.1-1623,162300-162400,53,0.36656282450675
NZ_LLJK01000015.1-1624,162400-162500,40,0.385387560798924
NZ_LLJK01000015.1-1625,162500-162600,53,0.392194609730487
NZ_LLJK01000015.1-1626,162600-162700,76,0.357677819632174
NZ_LLJK01000015.1-1627,162700-162800,66,0.380265972286804
NZ_LLJK01000015.1-1628,162800-162900,81,0.39209726443769
NZ_LLJK01000015.1-1629,162900-163000,50,0.393039591315453
NZ_LLJK01000015.1-1630,163000-163100,56,0.368134807417974
NZ_LLJK01000015.1-1631,163100-163200,73,0.340472047472449
NZ_LLJK01000015.1-1632,163200-163300,63,0.322809059605218
NZ_LLJK01000015.1-1633,163300-163400,75,0.341665945852435
NZ_LLJK01000015.1-1634,163400-163500,64,0.34317218798151
NZ_LLJK01000015.1-1635,163500-163600,48,0.343251859723698
NZ_LLJK01000015.1-1636,163600-163700,66,0.341073849236754
NZ_LLJK01000015.1-1637,163700-163800,64,0.359660652407695
NZ_LLJK01000015.1-1638,163800-163900,82,0.379898375548541
NZ_LLJK01000015.1-1639,163900-164000,62,0.369145854964752
NZ_LLJK01000015.1-1640,164000-164100,56,0.360203470975464
NZ_LLJK01000015.1-1641,164100-164200,40,0.36093709774307
NZ_LLJK01000015.1-1642,164200-164300,50,0.380898950564319
NZ_LLJK01000015.1-1643,164300-164400,92,0.391651421919175
NZ_LLJK01000015.1-1644,164400-164500,71,0.384945760460483
NZ_LLJK01000015.1-1645,164500-164600,82,0.389963347110661
NZ_LLJK01000015.1-1646,164600-164700,66,0.389071551589165
NZ_LLJK01000015.1-1647,164700-164800,68,0.380876239206908
NZ_LLJK01000015.1-1648,164800-164900,65,0.369644856008955
NZ_LLJK01000015.1-1649,164900-165000,93,0.364928199167635
NZ_LLJK01000015.1-1650,165000-165100,79,0.37037037037037
NZ_LLJK01000015.1-1651,165100-165200,41,0.3668430335097
NZ_LLJK01000015.1-1652,165200-165300,63,0.386144578313253
NZ_LLJK01000015.1-1653,165300-165400,73,0.392637249871729
NZ_LLJK01000015.1-1654,165400-165500,76,0.390604081301473
NZ_LLJK01000015.1-1655,165500-165600,57,0.372133653636165
NZ_LLJK01000015.1-1656,165600-165700,59,0.370426746398478
NZ_LLJK01000015.1-1657,165700-165800,80,0.361157942349603
NZ_LLJK01000015.1-1658,165800-165900,52,0.37449405717957
NZ_LLJK01000015.1-1659,165900-166000,64,0.356789359727807
NZ_LLJK01000015.1-1660,166000-166100,77,0.366365955895754
NZ_LLJK01000015.1-1661,166100-166200,101,0.353337215226727
NZ_LLJK01000015.1-1662,166200-166300,71,0.364058135681485
NZ_LLJK01000015.1-1663,166300-166400,38,0.358002352302542
NZ_LLJK01000015.1-1664,166400-166500,50,0.367492096944152
NZ_LLJK01000015.1-1665,166500-166600,103,0.371804379220171
NZ_LLJK01000015.1-1666,166600-166700,65,0.379437144538145
NZ_LLJK01000015.1-1667,166700-166800,66,0.405344393112138
NZ_LLJK01000015.1-1668,166800-166900,34,0.396464646464646
NZ_LLJK01000015.1-1669,166900-167000,65,0.412204027439699
NZ_LLJK01000015.1-1670,167000-167100,95,0.389126727228429
NZ_LLJK01000015.1-1671,167100-167200,77,0.369745794548566
NZ_LLJK01000015.1-1672,167200-167300,93,0.370913691697442
NZ_LLJK01000015.1-1673,167300-167400,86,0.366001257466206
NZ_LLJK01000015.1-1674,167400-167500,58,0.366666666666667
NZ_LLJK01000015.1-1675,167500-167600,78,0.344871116178686
NZ_LLJK01000015.1-1676,167600-167700,65,0.344645762046334
NZ_LLJK01000015.1-1677,167700-167800,71,0.339781618089588
NZ_LLJK01000015.1-1678,167800-167900,69,0.341028858218319
NZ_LLJK01000015.1-1679,167900-168000,55,0.332528666264333
NZ_LLJK01000015.1-1680,168000-168100,92,0.333013789543544
NZ_LLJK01000015.1-1681,168100-168200,64,0.33264649713539
NZ_LLJK01000015.1-1682,168200-168300,78,0.324708594850775
NZ_LLJK01000015.1-1683,168300-168400,65,0.316473988439306
NZ_LLJK01000015.1-1684,168400-168500,54,0.324077502159694
NZ_LLJK01000015.1-1685,168500-168600,73,0.350159715661133
NZ_LLJK01000015.1-1686,168600-168700,54,0.356218547807333
NZ_LLJK01000015.1-1687,168700-168800,69,0.339353784715919
NZ_LLJK01000015.1-1688,168800-168900,52,0.321925486317178
NZ_LLJK01000015.1-1689,168900-169000,63,0.282648401826484
NZ_LLJK01000015.1-1690,169000-169100,45,0.28812864057757
NZ_LLJK01000015.1-1691,169100-169200,33,0.330333625987708
NZ_LLJK01000015.1-1692,169200-169300,86,0.359516129032258
NZ_LLJK01000015.1-1693,169300-169400,48,0.363223224581157
NZ_LLJK01000015.1-1694,169400-169500,52,0.334468710345288
NZ_LLJK01000015.1-1695,169500-169600,54,0.318603452718372
NZ_LLJK01000015.1-1696,169600-169700,116,0.352392463121359
NZ_LLJK01000015.1-1697,169700-169800,55,0.392080043397022
NZ_LLJK01000015.1-1698,169800-169900,67,0.386833823453542
NZ_LLJK01000015.1-1699,169900-170000,70,0.36485704363931
NZ_LLJK01000015.1-1700,170000-170100,94,0.391637927694036
NZ_LLJK01000015.1-1701,170100-170200,61,0.42839499819894
NZ_LLJK01000015.1-1702,170200-170300,58,0.42697327532629
NZ_LLJK01000015.1-1703,170300-170400,65,0.426627840366622
NZ_LLJK01000015.1-1704,170400-170500,66,0.423185170807454
NZ_LLJK01000015.1-1705,170500-170600,66,0.410213618157543
NZ_LLJK01000015.1-1706,170600-170700,51,0.416340694006309
NZ_LLJK01000015.1-1707,170700-170800,67,0.411982040969039
NZ_LLJK01000015.1-1708,170800-170900,72,0.416576916173039
NZ_LLJK01000015.1-1709,170900-171000,70,0.426409162362452
NZ_LLJK01000015.1-1710,171000-171100,53,0.401697312588402
NZ_LLJK01000015.1-1711,171100-171200,61,0.392349086259257
NZ_LLJK01000015.1-1712,171200-171300,60,0.377344145970603
NZ_LLJK01000015.1-1713,171300-171400,103,0.37994522717524
NZ_LLJK01000015.1-1714,171400-171500,48,0.354792251746237
NZ_LLJK01000015.1-1715,171500-171600,46,0.355232826187183
NZ_LLJK01000015.1-1716,171600-171700,68,0.345361692575341
NZ_LLJK01000015.1-1717,171700-171800,131,0.353029651912333
NZ_LLJK01000015.1-1718,171800-171900,75,0.358733518543017
NZ_LLJK01000015.1-1719,171900-172000,72,0.33082129314069
NZ_LLJK01000015.1-1720,172000-172100,53,0.304939483153418
NZ_LLJK01000015.1-1721,172100-172200,64,0.257207730488964
NZ_LLJK01000015.1-1722,172200-172300,49,0.268037355023347
NZ_LLJK01000015.1-1723,172300-172400,56,0.269871932460471
NZ_LLJK01000015.1-1724,172400-172500,66,0.305064031032467
NZ_LLJK01000015.1-1725,172500-172600,60,0.331358885017422
NZ_LLJK01000015.1-1726,172600-172700,53,0.362363264815483
NZ_LLJK01000015.1-1727,172700-172800,74,0.361720607057963
NZ_LLJK01000015.1-1728,172800-172900,45,0.366561136305297
NZ_LLJK01000015.1-1729,172900-173000,77,0.341382301908618
NZ_LLJK01000015.1-1730,173000-173100,55,0.324036389753412
NZ_LLJK01000015.1-1731,173100-173200,79,0.335227508399353
NZ_LLJK01000015.1-1732,173200-173300,74,0.344064386317907
NZ_LLJK01000015.1-1733,173300-173400,98,0.345469059105265
NZ_LLJK01000015.1-1734,173400-173500,74,0.328515675258395
NZ_LLJK01000015.1-1735,173500-173600,85,0.314475104054262
NZ_LLJK01000015.1-1736,173600-173700,76,0.326163208384398
NZ_LLJK01000015.1-1737,173700-173800,55,0.346570181209258
NZ_LLJK01000015.1-1738,173800-173900,85,0.359359190556492
NZ_LLJK01000015.1-1739,173900-174000,62,0.372166061438807
NZ_LLJK01000015.1-1740,174000-174100,62,0.362300858603405
NZ_LLJK01000015.1-1741,174100-174200,70,0.372669613684413
NZ_LLJK01000015.1-1742,174200-174300,71,0.337547027840482
NZ_LLJK01000015.1-1743,174300-174400,67,0.309224435295427
NZ_LLJK01000015.1-1744,174400-174500,65,0.291877637130802
NZ_LLJK01000015.1-1745,174500-174600,54,0.29156368980028
NZ_LLJK01000015.1-1746,174600-174700,68,0.303781836892205
NZ_LLJK01000015.1-1747,174700-174800,63,0.282240957302148
NZ_LLJK01000015.1-1748,174800-174900,82,0.27651068843629
NZ_LLJK01000015.1-1749,174900-175000,59,0.273174000446728
NZ_LLJK01000015.1-1750,175000-175100,65,0.283103319656844
NZ_LLJK01000015.1-1751,175100-175200,79,0.343037128949127
NZ_LLJK01000015.1-1752,175200-175300,83,0.374717455002093
NZ_LLJK01000015.1-1753,175300-175400,75,0.372142588490952
NZ_LLJK01000015.1-1754,175400-175500,80,0.374594998753842
NZ_LLJK01000015.1-1755,175500-175600,73,0.400945499955401
NZ_LLJK01000015.1-1756,175600-175700,82,0.437798241942235
NZ_LLJK01000015.1-1757,175700-175800,28,0.431706439621058
NZ_LLJK01000015.1-1758,175800-175900,27,0.406818488074384
NZ_LLJK01000015.1-1759,175900-176000,41,0.36858407079646
NZ_LLJK01000015.1-1760,176000-176100,138,0.366047488289452
NZ_LLJK01000015.1-1761,176100-176200,63,0.380279534788819
NZ_LLJK01000015.1-1762,176200-176300,65,0.392962025316456
NZ_LLJK01000015.1-1763,176300-176400,64,0.400909235079558
NZ_LLJK01000015.1-1764,176400-176500,55,0.367345805806917
NZ_LLJK01000015.1-1765,176500-176600,55,0.327707715133531
NZ_LLJK01000015.1-1766,176600-176700,55,0.274341477731308
NZ_LLJK01000015.1-1767,176700-176800,68,0.242088607594937
NZ_LLJK01000015.1-1768,176800-176900,68,0.261611685540784
NZ_LLJK01000015.1-1769,176900-177000,38,0.277683812555965
NZ_LLJK01000015.1-1770,177000-177100,56,0.295879222868457
NZ_LLJK01000015.1-1771,177100-177200,52,0.303275559288387
NZ_LLJK01000015.1-1772,177200-177300,49,0.260197008391098
NZ_LLJK01000015.1-1773,177300-177400,59,0.254913162705667
NZ_LLJK01000015.1-1774,177400-177500,62,0.336843290725829
NZ_LLJK01000015.1-1775,177500-177600,58,0.414756329975497
NZ_LLJK01000015.1-1776,177600-177700,77,0.435774454878884
NZ_LLJK01000015.1-1777,177700-177800,55,0.393712060474172
NZ_LLJK01000015.1-1778,177800-177900,52,0.345603650265137
NZ_LLJK01000015.1-1779,177900-178000,47,0.33362363016184
NZ_LLJK01000015.1-1780,178000-178100,54,0.357114147909968
NZ_LLJK01000015.1-1781,178100-178200,86,0.36822096005863
NZ_LLJK01000015.1-1782,178200-178300,70,0.40874109263658
NZ_LLJK01000015.1-1783,178300-178400,101,0.401478981943497
NZ_LLJK01000015.1-1784,178400-178500,73,0.397120850907757
NZ_LLJK01000015.1-1785,178500-178600,64,0.380260670580042
NZ_LLJK01000015.1-1786,178600-178700,75,0.388211932484881
NZ_LLJK01000015.1-1787,178700-178800,82,0.407483902320496
NZ_LLJK01000015.1-1788,178800-178900,70,0.402129442500123
NZ_LLJK01000015.1-1789,178900-179000,75,0.420008233841087
NZ_LLJK01000015.1-1790,179000-179100,61,0.434108124935146
NZ_LLJK01000015.1-1791,179100-179200,74,0.467972517390006
NZ_LLJK01000015.1-1792,179200-179300,55,0.462341088990166
NZ_LLJK01000015.1-1793,179300-179400,53,0.43264751552795
NZ_LLJK01000015.1-1794,179400-179500,49,0.39626217081618
NZ_LLJK01000015.1-1795,179500-179600,67,0.387034469096672
NZ_LLJK01000015.1-1796,179600-179700,70,0.371032357473035
NZ_LLJK01000015.1-1797,179700-179800,90,0.321155509427435
NZ_LLJK01000015.1-1798,179800-179900,65,0.294835541003125
NZ_LLJK01000015.1-1799,179900-180000,67,0.278173575129534
NZ_LLJK01000015.1-1800,180000-180100,61,0.264743073916542
NZ_LLJK01000015.1-1801,180100-180200,80,0.237146848105258
NZ_LLJK01000015.1-1802,180200-180300,55,0.21161657189277
NZ_LLJK01000015.1-1803,180300-180400,67,0.212470349034226
NZ_LLJK01000015.1-1804,180400-180500,72,0.236593895718525
NZ_LLJK01000015.1-1805,180500-180600,69,0.300564705882353
NZ_LLJK01000015.1-1806,180600-180700,80,0.343309654128334
NZ_LLJK01000015.1-1807,180700-180800,76,0.375261615738803
NZ_LLJK01000015.1-1808,180800-180900,63,0.368628610864636
NZ_LLJK01000015.1-1809,180900-181000,99,0.356873477288656
NZ_LLJK01000015.1-1810,181000-181100,75,0.358149589277994
NZ_LLJK01000015.1-1811,181100-181200,62,0.368279703585816
NZ_LLJK01000015.1-1812,181200-181300,73,0.374575665535108
NZ_LLJK01000015.1-1813,181300-181400,84,0.379108953869224
NZ_LLJK01000015.1-1814,181400-181500,81,0.350794902660745
NZ_LLJK01000015.1-1815,181500-181600,77,0.333291293563711
NZ_LLJK01000015.1-1816,181600-181700,101,0.337408568443051
NZ_LLJK01000015.1-1817,181700-181800,66,0.345103918932892
NZ_LLJK01000015.1-1818,181800-181900,71,0.349928430846305
NZ_LLJK01000015.1-1819,181900-182000,81,0.366024591883839
NZ_LLJK01000015.1-1820,182000-182100,82,0.368813379748751
NZ_LLJK01000015.1-1821,182100-182200,66,0.387091913611251
NZ_LLJK01000015.1-1822,182200-182300,71,0.383805168781791
NZ_LLJK01000015.1-1823,182300-182400,97,0.393568758392915
NZ_LLJK01000015.1-1824,182400-182500,61,0.408884999485226
NZ_LLJK01000015.1-1825,182500-182600,60,0.396160086533261
NZ_LLJK01000015.1-1826,182600-182700,80,0.392064586798653
NZ_LLJK01000015.1-1827,182700-182800,53,0.365937639482242
NZ_LLJK01000015.1-1828,182800-182900,75,0.327990654205608
NZ_LLJK01000015.1-1829,182900-183000,50,0.290607496768634
NZ_LLJK01000015.1-1830,183000-183100,71,0.258929964124162
NZ_LLJK01000015.1-1831,183100-183200,70,0.246221662468514
NZ_LLJK01000015.1-1832,183200-183300,39,0.240457311451226
NZ_LLJK01000015.1-1833,183300-183400,42,0.228294220084584
